run_id;startPoints;endPoints
954;11925;15585
955;10183;15585
956;10830;15585
957;11154;15585
958;9696;15562
959;9419;15562
960;12768;15561
961;9479;15585
962;11672;15561
963;10723;15553
964;10288;15585
965;11632;15562
966;10605;15585
967;10491;15585
968;9304;15585
969;13274;15562
970;10510;15585
971;12019;15585
972;11301;15585
973;12187;15553
974;10865;15585
975;10523;15585
976;9550;15562
977;13144;15585
978;11205;15544
979;12320;15585
980;12011;15562
981;11659;15562
982;10556;15585
983;12272;15585
984;9865;15585
985;10666;15549
986;12836;15561
987;10739;15585
988;10557;15585
989;11328;15585
990;10861;15544
991;10469;15553
992;12493;15562
993;10772;15585
994;11691;15562
995;10911;15585
996;11292;15562
997;10269;15553
998;12468;15562
999;9998;15585
1000;11311;15561
