run_id;startPoints;endPoints
897;13914;19213
898;12279;19135
899;10667;19213
900;13668;19155
901;12027;19135
902;13158;19136
903;14289;19126
904;11193;19213
905;12854;19213
906;13006;19135
907;11881;19205
908;12884;19205
909;14421;19213
910;13175;19205
911;9616;19205
912;12522;19164
913;13160;19213
914;11187;19213
915;15141;19164
916;13076;19155
917;13033;19136
918;13120;19135
919;14504;19213
920;11711;19213
921;13797;19213
922;11481;19213
923;14449;19205
924;14500;19135
925;12089;19205
926;11107;19213
927;13762;19127
928;9985;19127
929;15450;19135
930;11425;19205
931;12802;19135
932;14650;19136
933;13356;19127
934;12463;19127
935;14348;19135
936;13140;19213
937;12195;19155
938;11836;19205
939;13294;19136
940;14955;19127
941;12767;19136
942;13619;19205
943;11069;19213
944;11643;19135
945;13389;19126
946;15983;19135
947;12613;19155
948;12747;19136
949;14685;19205
950;13240;19213
951;11628;19213
952;10576;19205
953;13258;19213
954;14169;19155
955;11628;19155
956;13833;19213
957;12362;19136
958;12970;19135
959;13355;19213
960;9740;19135
961;13488;19205
962;13580;19205
963;12131;19127
964;12817;19213
965;12060;19155
966;12155;19205
967;12672;19213
968;11797;19213
969;12638;19205
970;12721;19136
971;12852;19155
972;11904;19136
973;10404;19205
974;12453;19213
975;12406;19136
976;11112;19136
977;14151;19127
978;12300;19135
979;13104;19213
980;11054;19205
981;12328;19213
982;11519;19135
983;14921;19135
984;10625;19136
985;13701;19213
986;13846;19135
987;12950;19205
988;12587;19205
989;11440;19205
990;13329;19136
991;11900;19205
992;10526;19213
993;12239;19126
994;13256;19155
995;12774;19136
996;14611;19205
997;11700;19135
998;13451;19213
999;11568;19135
1000;11575;19135
