time;points;iterations
3.300;17113;34
3.396;17113;34
3.176;17113;34
3.011;17113;34
3.106;17113;34
3.150;17113;34
2.387;17113;34
1.685;17113;34
1.669;17113;34
1.725;17113;34
2.072;17113;34
3.728;17113;34
2.670;17113;34
2.124;17113;34
2.504;17113;34
3.164;17113;34
3.210;17113;34
2.784;17113;34
2.223;17113;34
2.211;17113;34
1.943;17113;34
1.685;17113;34
1.856;17113;34
2.030;17113;34
2.032;17113;34
2.729;17113;34
1.796;17113;34
1.730;17113;34
2.436;17113;34
2.763;17113;34
3.545;17113;34
2.909;17113;34
1.824;17113;34
2.072;17113;34
1.728;17113;34
2.112;17113;34
3.076;17113;34
3.847;17113;34
2.850;17113;34
2.198;17113;34
2.252;17113;34
1.801;17113;34
2.427;17113;34
3.493;17113;34
3.229;17113;34
1.880;17113;34
1.832;17113;34
2.184;17113;34
2.346;17113;34
3.673;17113;34
3.403;17113;34
2.619;17113;34
2.254;17113;34
2.071;17113;34
1.786;17113;34
1.665;17113;34
1.717;17113;34
1.754;17113;34
1.802;17113;34
1.744;17113;34
1.685;17113;34
1.901;17113;34
5.958;17113;34
3.660;17113;34
2.229;17113;34
2.258;17113;34
1.857;17113;34
2.190;17113;34
4.207;17113;34
3.736;17113;34
3.068;17113;34
3.286;17113;34
3.407;17113;34
3.875;17113;34
3.384;17113;34
3.001;17113;34
4.057;17113;34
3.189;17113;34
3.042;17113;34
3.441;17113;34
3.443;17113;34
3.335;17113;34
2.926;17113;34
2.191;17113;34
1.891;17113;34
2.008;17113;34
2.524;17113;34
3.722;17113;34
2.866;17113;34
2.148;17113;34
2.290;17113;34
2.064;17113;34
1.735;17113;34
1.711;17113;34
1.833;17113;34
1.759;17113;34
1.678;17113;34
2.583;17113;34
2.140;17113;34
1.887;17113;34
4.293;17113;34
6.105;17113;34
3.795;17113;34
2.956;17113;34
3.421;17113;34
2.801;17113;34
1.991;17113;34
1.866;17113;34
1.958;17113;34
